H2SH,H2SL,NH3,PIDmV,PIDppm,T1,RH1,T2,RH2,LAT,LONG,ALT,ACC,t
0.47,-0.21,0.18,24,2,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,126.367965367965
0.37,-0.19,0.18,26,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,127.034632034632
0.37,-0.17,0.18,25,2.18,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,127.701298701299
0.18,-0.23,0.17,24,2,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,128.367965367965
0.37,-0.23,0.18,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,129.034632034632
0.18,-0.17,0.18,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,129.701298701299
0.37,-0.17,0.18,25,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,130.367965367965
0.28,-0.14,0.18,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,131.034632034632
0.56,-0.21,0.18,25,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,131.701298701299
0.28,-0.19,0.18,25,2.18,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,132.367965367965
0.37,-0.23,0.18,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,133.034632034632
0.37,-0.21,0.18,25,2,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,133.701298701299
0.18,-0.19,0.18,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,134.367965367965
0.37,-0.23,0.19,24,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,135.034632034632
0.37,-0.21,0.18,25,2.09,32.77,30.19,32.33,36.95,41.3695030212,1.9970116615,146.4250030518,0.126,135.701298701299
0.37,-0.23,0.18,26,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,135.701298701299
