TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
0.01,31.35,14.43,40.57,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,96.2777777777778
0.01,31.06,14.36,40.06,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,97.5277777777778
0.01,31.04,14.33,40.28,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,98.7777777777778
0.01,30.95,14.34,40.07,23.78,53.01,23.81,53.03,23.86,51.77,23.66,53.01,41.373008728,1.9910281897,88.4562988281,0.4059,100.027777777778
0.01,31.34,14.4,40.58,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,100.027777777778
0.01,31.08,14.33,40.18,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,101.138888888889
0.01,30.98,14.36,40.48,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,102.25
0.01,30.91,14.35,40.76,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,103.361111111111
0.01,31.02,14.43,40.73,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,104.472222222222
0.01,31.26,14.4,40.23,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,105.583333333333
0.01,31.13,14.37,40.4,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,106.694444444444
0.01,31.17,14.41,40.35,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,107.805555555556
0.01,30.94,14.38,40.76,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.373008728,1.9910513163,89.6994018555,0.2284,108.916666666667
0.01,31.2,14.41,40.63,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,108.916666666667
0.01,31.29,14.43,40.27,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,110.25
0.01,31,14.37,40.84,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,111.583333333333
